기준년월,지자체,방문자 구분,방문자수
202307,서울특별시,현지인방문자(a),1.37684925E8
202307,서울특별시,외지인방문자(b),4.9356132E7
202307,서울특별시,외국인방문자(c),936352.0
202307,서울특별시,외부방문자(b+c),5.0292484E7
202307,서울특별시,전체방문자(a+b+c),1.87977409E8
202307,부산광역시,현지인방문자(a),4.48903E7
202307,부산광역시,외지인방문자(b),1.2601932E7
202307,부산광역시,외국인방문자(c),223435.0
202307,부산광역시,외부방문자(b+c),1.2825367E7
202307,부산광역시,전체방문자(a+b+c),5.7715667E7
202307,대구광역시,현지인방문자(a),3.4646948E7
202307,대구광역시,외지인방문자(b),8671880.0
202307,대구광역시,외국인방문자(c),40412.0
202307,대구광역시,외부방문자(b+c),8712292.0
202307,대구광역시,전체방문자(a+b+c),4.335924E7
202307,인천광역시,현지인방문자(a),4.0861807E7
202307,인천광역시,외지인방문자(b),1.5029458E7
202307,인천광역시,외국인방문자(c),463131.0
202307,인천광역시,외부방문자(b+c),1.549259E7
202307,인천광역시,전체방문자(a+b+c),5.6354397E7
202307,광주광역시,현지인방문자(a),2.0380864E7
202307,광주광역시,외지인방문자(b),5634500.0
202307,광주광역시,외국인방문자(c),12273.0
202307,광주광역시,외부방문자(b+c),5646773.0
202307,광주광역시,전체방문자(a+b+c),2.6027637E7
202307,대전광역시,현지인방문자(a),2.0564428E7
202307,대전광역시,외지인방문자(b),6724263.0
202307,대전광역시,외국인방문자(c),20408.0
202307,대전광역시,외부방문자(b+c),6744671.0
202307,대전광역시,전체방문자(a+b+c),2.7309099E7
202307,울산광역시,현지인방문자(a),1.7103076E7
202307,울산광역시,외지인방문자(b),4207273.0
202307,울산광역시,외국인방문자(c),40170.0
202307,울산광역시,외부방문자(b+c),4247443.0
202307,울산광역시,전체방문자(a+b+c),2.1350519E7
202307,세종특별자치시,현지인방문자(a),5520526.0
202307,세종특별자치시,외지인방문자(b),2183846.0
202307,세종특별자치시,외국인방문자(c),6049.0
202307,세종특별자치시,외부방문자(b+c),2189895.0
202307,세종특별자치시,전체방문자(a+b+c),7710420.0
202307,경기도,현지인방문자(a),1.99241262E8
202307,경기도,외지인방문자(b),5.5130334E7
202307,경기도,외국인방문자(c),429122.0
202307,경기도,외부방문자(b+c),5.5559456E7
202307,경기도,전체방문자(a+b+c),2.54800719E8
202307,충청북도,현지인방문자(a),2.3823986E7
202307,충청북도,외지인방문자(b),9476890.0
202307,충청북도,외국인방문자(c),33166.0
202307,충청북도,외부방문자(b+c),9510056.0
202307,충청북도,전체방문자(a+b+c),3.3334042E7
202307,충청남도,현지인방문자(a),3.2231958E7
202307,충청남도,외지인방문자(b),1.3292548E7
202307,충청남도,외국인방문자(c),69756.0
202307,충청남도,외부방문자(b+c),1.3362304E7
202307,충청남도,전체방문자(a+b+c),4.5594263E7
202307,전라북도,현지인방문자(a),3.0398952E7
202307,전라북도,외지인방문자(b),7858092.0
202307,전라북도,외국인방문자(c),36349.0
202307,전라북도,외부방문자(b+c),7894441.0
202307,전라북도,전체방문자(a+b+c),3.8293393E7
202307,전라남도,현지인방문자(a),3.0392362E7
202307,전라남도,외지인방문자(b),1.0443545E7
202307,전라남도,외국인방문자(c),59493.0
202307,전라남도,외부방문자(b+c),1.0503038E7
202307,전라남도,전체방문자(a+b+c),4.08954E7
202307,경상북도,현지인방문자(a),4.1528448E7
202307,경상북도,외지인방문자(b),1.4858112E7
202307,경상북도,외국인방문자(c),43987.0
202307,경상북도,외부방문자(b+c),1.49021E7
202307,경상북도,전체방문자(a+b+c),5.6430548E7
202307,경상남도,현지인방문자(a),5.151061E7
202307,경상남도,외지인방문자(b),1.3185414E7
202307,경상남도,외국인방문자(c),90358.0
202307,경상남도,외부방문자(b+c),1.3275772E7
202307,경상남도,전체방문자(a+b+c),6.4786381E7
202307,제주특별자치도,현지인방문자(a),1.7436884E7
202307,제주특별자치도,외지인방문자(b),5186937.0
202307,제주특별자치도,외국인방문자(c),149238.0
202307,제주특별자치도,외부방문자(b+c),5336175.0
202307,제주특별자치도,전체방문자(a+b+c),2.277306E7
202307,강원특별자치도,현지인방문자(a),3.1307322E7
202307,강원특별자치도,외지인방문자(b),1.4632016E7
202307,강원특별자치도,외국인방문자(c),50331.0
202307,강원특별자치도,외부방문자(b+c),1.4682347E7
202307,강원특별자치도,전체방문자(a+b+c),4.5989669E7
202308,서울특별시,현지인방문자(a),1.34388331E8
202308,서울특별시,외지인방문자(b),4.8280838E7
202308,서울특별시,외국인방문자(c),996503.0
202308,서울특별시,외부방문자(b+c),4.9277341E7
202308,서울특별시,전체방문자(a+b+c),1.83665672E8
202308,부산광역시,현지인방문자(a),4.4601879E7
202308,부산광역시,외지인방문자(b),1.3071261E7
202308,부산광역시,외국인방문자(c),251107.0
202308,부산광역시,외부방문자(b+c),1.3322368E7
202308,부산광역시,전체방문자(a+b+c),5.7924247E7
202308,대구광역시,현지인방문자(a),3.4165992E7
202308,대구광역시,외지인방문자(b),8535950.0
202308,대구광역시,외국인방문자(c),38011.0
202308,대구광역시,외부방문자(b+c),8573962.0
202308,대구광역시,전체방문자(a+b+c),4.2739954E7
202308,인천광역시,현지인방문자(a),4.020995E7
202308,인천광역시,외지인방문자(b),1.4945406E7
202308,인천광역시,외국인방문자(c),503910.0
202308,인천광역시,외부방문자(b+c),1.5449316E7
202308,인천광역시,전체방문자(a+b+c),5.5659266E7
202308,광주광역시,현지인방문자(a),2.0008152E7
202308,광주광역시,외지인방문자(b),5536346.0
202308,광주광역시,외국인방문자(c),15851.0
202308,광주광역시,외부방문자(b+c),5552196.0
202308,광주광역시,전체방문자(a+b+c),2.5560349E7
202308,대전광역시,현지인방문자(a),2.0328158E7
202308,대전광역시,외지인방문자(b),6901016.0
202308,대전광역시,외국인방문자(c),23930.0
202308,대전광역시,외부방문자(b+c),6924946.0
202308,대전광역시,전체방문자(a+b+c),2.7253104E7
202308,울산광역시,현지인방문자(a),1.6903198E7
202308,울산광역시,외지인방문자(b),4263844.0
202308,울산광역시,외국인방문자(c),46074.0
202308,울산광역시,외부방문자(b+c),4309918.0
202308,울산광역시,전체방문자(a+b+c),2.1213115E7
202308,세종특별자치시,현지인방문자(a),5518054.0
202308,세종특별자치시,외지인방문자(b),2293084.0
202308,세종특별자치시,외국인방문자(c),5310.0
202308,세종특별자치시,외부방문자(b+c),2298395.0
202308,세종특별자치시,전체방문자(a+b+c),7816449.0
202308,경기도,현지인방문자(a),1.94458058E8
202308,경기도,외지인방문자(b),5.3860835E7
202308,경기도,외국인방문자(c),410191.0
202308,경기도,외부방문자(b+c),5.4271026E7
202308,경기도,전체방문자(a+b+c),2.48729084E8
202308,충청북도,현지인방문자(a),2.3516062E7
202308,충청북도,외지인방문자(b),1.0269494E7
202308,충청북도,외국인방문자(c),34975.0
202308,충청북도,외부방문자(b+c),1.0304468E7
202308,충청북도,전체방문자(a+b+c),3.3820531E7
202308,충청남도,현지인방문자(a),3.1927494E7
202308,충청남도,외지인방문자(b),1.4769002E7
202308,충청남도,외국인방문자(c),68588.0
202308,충청남도,외부방문자(b+c),1.483759E7
202308,충청남도,전체방문자(a+b+c),4.6765084E7
202308,전라북도,현지인방문자(a),3.0044833E7
202308,전라북도,외지인방문자(b),8794499.0
202308,전라북도,외국인방문자(c),72282.0
202308,전라북도,외부방문자(b+c),8866781.0
202308,전라북도,전체방문자(a+b+c),3.8911614E7
202308,전라남도,현지인방문자(a),3.0083053E7
202308,전라남도,외지인방문자(b),1.1728479E7
202308,전라남도,외국인방문자(c),73231.0
202308,전라남도,외부방문자(b+c),1.180171E7
202308,전라남도,전체방문자(a+b+c),4.1884763E7
202308,경상북도,현지인방문자(a),4.1267814E7
202308,경상북도,외지인방문자(b),1.6106328E7
202308,경상북도,외국인방문자(c),58326.0
202308,경상북도,외부방문자(b+c),1.6164654E7
202308,경상북도,전체방문자(a+b+c),5.7432468E7
202308,경상남도,현지인방문자(a),5.088874E7
202308,경상남도,외지인방문자(b),1.391796E7
202308,경상남도,외국인방문자(c),117757.0
202308,경상남도,외부방문자(b+c),1.4035717E7
202308,경상남도,전체방문자(a+b+c),6.4924457E7
202308,제주특별자치도,현지인방문자(a),1.7386568E7
202308,제주특별자치도,외지인방문자(b),5761396.0
202308,제주특별자치도,외국인방문자(c),220717.0
202308,제주특별자치도,외부방문자(b+c),5982113.0
202308,제주특별자치도,전체방문자(a+b+c),2.3368681E7
202308,강원특별자치도,현지인방문자(a),3.076654E7
202308,강원특별자치도,외지인방문자(b),1.7064232E7
202308,강원특별자치도,외국인방문자(c),39713.0
202308,강원특별자치도,외부방문자(b+c),1.7103945E7
202308,강원특별자치도,전체방문자(a+b+c),4.7870485E7
202309,서울특별시,현지인방문자(a),1.29810709E8
202309,서울특별시,외지인방문자(b),5.0867548E7
202309,서울특별시,외국인방문자(c),1060878.0
202309,서울특별시,외부방문자(b+c),5.1928426E7
202309,서울특별시,전체방문자(a+b+c),1.81739135E8
202309,부산광역시,현지인방문자(a),4.4261301E7
202309,부산광역시,외지인방문자(b),1.3391634E7
202309,부산광역시,외국인방문자(c),275204.0
202309,부산광역시,외부방문자(b+c),1.3666837E7
202309,부산광역시,전체방문자(a+b+c),5.7928138E7
202309,대구광역시,현지인방문자(a),3.39731E7
202309,대구광역시,외지인방문자(b),9472172.0
202309,대구광역시,외국인방문자(c),37304.0
202309,대구광역시,외부방문자(b+c),9509477.0
202309,대구광역시,전체방문자(a+b+c),4.3482577E7
202309,인천광역시,현지인방문자(a),3.9111548E7
202309,인천광역시,외지인방문자(b),1.5726382E7
202309,인천광역시,외국인방문자(c),696507.0
202309,인천광역시,외부방문자(b+c),1.6422889E7
202309,인천광역시,전체방문자(a+b+c),5.5534437E7
202309,광주광역시,현지인방문자(a),1.923739E7
202309,광주광역시,외지인방문자(b),6057485.0
202309,광주광역시,외국인방문자(c),20401.0
202309,광주광역시,외부방문자(b+c),6077886.0
202309,광주광역시,전체방문자(a+b+c),2.5315276E7
202309,대전광역시,현지인방문자(a),1.9388792E7
202309,대전광역시,외지인방문자(b),7443037.0
202309,대전광역시,외국인방문자(c),22128.0
202309,대전광역시,외부방문자(b+c),7465165.0
202309,대전광역시,전체방문자(a+b+c),2.6853957E7
202309,울산광역시,현지인방문자(a),1.6897584E7
202309,울산광역시,외지인방문자(b),4400263.0
202309,울산광역시,외국인방문자(c),46644.0
202309,울산광역시,외부방문자(b+c),4446907.0
202309,울산광역시,전체방문자(a+b+c),2.134449E7
202309,세종특별자치시,현지인방문자(a),5265722.0
202309,세종특별자치시,외지인방문자(b),2455240.0
202309,세종특별자치시,외국인방문자(c),6755.0
202309,세종특별자치시,외부방문자(b+c),2461995.0
202309,세종특별자치시,전체방문자(a+b+c),7727717.0
202309,경기도,현지인방문자(a),1.90790904E8
202309,경기도,외지인방문자(b),5.654236E7
202309,경기도,외국인방문자(c),408933.0
202309,경기도,외부방문자(b+c),5.6951293E7
202309,경기도,전체방문자(a+b+c),2.47742198E8
202309,충청북도,현지인방문자(a),2.2655728E7
202309,충청북도,외지인방문자(b),1.083235E7
202309,충청북도,외국인방문자(c),34048.0
202309,충청북도,외부방문자(b+c),1.0866397E7
202309,충청북도,전체방문자(a+b+c),3.3522125E7
202309,충청남도,현지인방문자(a),3.0303654E7
202309,충청남도,외지인방문자(b),1.618156E7
202309,충청남도,외국인방문자(c),69901.0
202309,충청남도,외부방문자(b+c),1.6251462E7
202309,충청남도,전체방문자(a+b+c),4.6555116E7
202309,전라북도,현지인방문자(a),2.8541614E7
202309,전라북도,외지인방문자(b),9308901.0
202309,전라북도,외국인방문자(c),40597.0
202309,전라북도,외부방문자(b+c),9349498.0
202309,전라북도,전체방문자(a+b+c),3.7891113E7
202309,전라남도,현지인방문자(a),2.8747908E7
202309,전라남도,외지인방문자(b),1.1959423E7
202309,전라남도,외국인방문자(c),74833.0
202309,전라남도,외부방문자(b+c),1.2034256E7
202309,전라남도,전체방문자(a+b+c),4.0782164E7
202309,경상북도,현지인방문자(a),4.150756E7
202309,경상북도,외지인방문자(b),1.7545112E7
202309,경상북도,외국인방문자(c),59858.0
202309,경상북도,외부방문자(b+c),1.760497E7
202309,경상북도,전체방문자(a+b+c),5.911253E7
202309,경상남도,현지인방문자(a),5.0763419E7
202309,경상남도,외지인방문자(b),1.4429852E7
202309,경상남도,외국인방문자(c),130920.0
202309,경상남도,외부방문자(b+c),1.4560772E7
202309,경상남도,전체방문자(a+b+c),6.5324191E7
202309,제주특별자치도,현지인방문자(a),1.6423666E7
202309,제주특별자치도,외지인방문자(b),4600320.0
202309,제주특별자치도,외국인방문자(c),187762.0
202309,제주특별자치도,외부방문자(b+c),4788081.0
202309,제주특별자치도,전체방문자(a+b+c),2.1211747E7
202309,강원특별자치도,현지인방문자(a),3.0529482E7
202309,강원특별자치도,외지인방문자(b),1.3470664E7
202309,강원특별자치도,외국인방문자(c),49513.0
202309,강원특별자치도,외부방문자(b+c),1.3520176E7
202309,강원특별자치도,전체방문자(a+b+c),4.4049658E7
202310,서울특별시,현지인방문자(a),1.3803313E8
202310,서울특별시,외지인방문자(b),4.9880316E7
202310,서울특별시,외국인방문자(c),1237837.0
202310,서울특별시,외부방문자(b+c),5.1118154E7
202310,서울특별시,전체방문자(a+b+c),1.89151283E8
202310,부산광역시,현지인방문자(a),4.8243772E7
202310,부산광역시,외지인방문자(b),1.230027E7
202310,부산광역시,외국인방문자(c),341441.0
202310,부산광역시,외부방문자(b+c),1.2641711E7
202310,부산광역시,전체방문자(a+b+c),6.0885484E7
202310,대구광역시,현지인방문자(a),3.7502206E7
202310,대구광역시,외지인방문자(b),8771756.0
202310,대구광역시,외국인방문자(c),39688.0
202310,대구광역시,외부방문자(b+c),8811444.0
202310,대구광역시,전체방문자(a+b+c),4.631365E7
202310,인천광역시,현지인방문자(a),4.1609288E7
202310,인천광역시,외지인방문자(b),1.5355025E7
202310,인천광역시,외국인방문자(c),776120.0
202310,인천광역시,외부방문자(b+c),1.6131145E7
202310,인천광역시,전체방문자(a+b+c),5.7740433E7
202310,광주광역시,현지인방문자(a),2.0904264E7
202310,광주광역시,외지인방문자(b),5858604.0
202310,광주광역시,외국인방문자(c),14990.0
202310,광주광역시,외부방문자(b+c),5873595.0
202310,광주광역시,전체방문자(a+b+c),2.6777859E7
202310,대전광역시,현지인방문자(a),2.1933608E7
202310,대전광역시,외지인방문자(b),7162844.0
202310,대전광역시,외국인방문자(c),20577.0
202310,대전광역시,외부방문자(b+c),7183422.0
202310,대전광역시,전체방문자(a+b+c),2.9117029E7
202310,울산광역시,현지인방문자(a),1.7790367E7
202310,울산광역시,외지인방문자(b),4316970.0
202310,울산광역시,외국인방문자(c),52987.0
202310,울산광역시,외부방문자(b+c),4369957.0
202310,울산광역시,전체방문자(a+b+c),2.2160324E7
202310,세종특별자치시,현지인방문자(a),5831892.0
202310,세종특별자치시,외지인방문자(b),2419014.0
202310,세종특별자치시,외국인방문자(c),5532.0
202310,세종특별자치시,외부방문자(b+c),2424547.0
202310,세종특별자치시,전체방문자(a+b+c),8256439.0
202310,경기도,현지인방문자(a),2.03615136E8
202310,경기도,외지인방문자(b),5.5608368E7
202310,경기도,외국인방문자(c),439372.0
202310,경기도,외부방문자(b+c),5.6047739E7
202310,경기도,전체방문자(a+b+c),2.59662875E8
202310,충청북도,현지인방문자(a),2.4948158E7
202310,충청북도,외지인방문자(b),1.0737696E7
202310,충청북도,외국인방문자(c),32445.0
202310,충청북도,외부방문자(b+c),1.077014E7
202310,충청북도,전체방문자(a+b+c),3.5718298E7
202310,충청남도,현지인방문자(a),3.3836278E7
202310,충청남도,외지인방문자(b),1.5880568E7
202310,충청남도,외국인방문자(c),75816.0
202310,충청남도,외부방문자(b+c),1.5956383E7
202310,충청남도,전체방문자(a+b+c),4.9792661E7
202310,전라북도,현지인방문자(a),3.1676456E7
202310,전라북도,외지인방문자(b),9104504.0
202310,전라북도,외국인방문자(c),43404.0
202310,전라북도,외부방문자(b+c),9147909.0
202310,전라북도,전체방문자(a+b+c),4.0824365E7
202310,전라남도,현지인방문자(a),3.1514084E7
202310,전라남도,외지인방문자(b),1.2467774E7
202310,전라남도,외국인방문자(c),105924.0
202310,전라남도,외부방문자(b+c),1.2573697E7
202310,전라남도,전체방문자(a+b+c),4.4087781E7
202310,경상북도,현지인방문자(a),4.406991E7
202310,경상북도,외지인방문자(b),1.6335529E7
202310,경상북도,외국인방문자(c),68647.0
202310,경상북도,외부방문자(b+c),1.6404176E7
202310,경상북도,전체방문자(a+b+c),6.0474086E7
202310,경상남도,현지인방문자(a),5.3575214E7
202310,경상남도,외지인방문자(b),1.4060358E7
202310,경상남도,외국인방문자(c),137934.0
202310,경상남도,외부방문자(b+c),1.4198291E7
202310,경상남도,전체방문자(a+b+c),6.7773505E7
202310,제주특별자치도,현지인방문자(a),1.7809208E7
202310,제주특별자치도,외지인방문자(b),5378362.0
202310,제주특별자치도,외국인방문자(c),235677.0
202310,제주특별자치도,외부방문자(b+c),5614040.0
202310,제주특별자치도,전체방문자(a+b+c),2.3423247E7
202310,강원특별자치도,현지인방문자(a),3.1758016E7
202310,강원특별자치도,외지인방문자(b),1.3862968E7
202310,강원특별자치도,외국인방문자(c),66004.0
202310,강원특별자치도,외부방문자(b+c),1.3928972E7
202310,강원특별자치도,전체방문자(a+b+c),4.5686989E7
202311,서울특별시,현지인방문자(a),1.36090934E8
202311,서울특별시,외지인방문자(b),4.835725E7
202311,서울특별시,외국인방문자(c),1094516.0
202311,서울특별시,외부방문자(b+c),4.9451765E7
202311,서울특별시,전체방문자(a+b+c),1.85542699E8
202311,부산광역시,현지인방문자(a),4.7535764E7
202311,부산광역시,외지인방문자(b),1.1317982E7
202311,부산광역시,외국인방문자(c),308741.0
202311,부산광역시,외부방문자(b+c),1.1626722E7
202311,부산광역시,전체방문자(a+b+c),5.9162487E7
202311,대구광역시,현지인방문자(a),3.6831154E7
202311,대구광역시,외지인방문자(b),8178992.0
202311,대구광역시,외국인방문자(c),37721.0
202311,대구광역시,외부방문자(b+c),8216713.0
202311,대구광역시,전체방문자(a+b+c),4.5047868E7
202311,인천광역시,현지인방문자(a),4.0717019E7
202311,인천광역시,외지인방문자(b),1.363048E7
202311,인천광역시,외국인방문자(c),711395.0
202311,인천광역시,외부방문자(b+c),1.4341875E7
202311,인천광역시,전체방문자(a+b+c),5.5058894E7
202311,광주광역시,현지인방문자(a),2.0847508E7
202311,광주광역시,외지인방문자(b),5112068.0
202311,광주광역시,외국인방문자(c),14308.0
202311,광주광역시,외부방문자(b+c),5126377.0
202311,광주광역시,전체방문자(a+b+c),2.5973885E7
202311,대전광역시,현지인방문자(a),2.1881254E7
202311,대전광역시,외지인방문자(b),6487950.0
202311,대전광역시,외국인방문자(c),18499.0
202311,대전광역시,외부방문자(b+c),6506449.0
202311,대전광역시,전체방문자(a+b+c),2.8387704E7
202311,울산광역시,현지인방문자(a),1.7325738E7
202311,울산광역시,외지인방문자(b),3833921.0
202311,울산광역시,외국인방문자(c),45993.0
202311,울산광역시,외부방문자(b+c),3879914.0
202311,울산광역시,전체방문자(a+b+c),2.1205652E7
202311,세종특별자치시,현지인방문자(a),5761074.0
202311,세종특별자치시,외지인방문자(b),2105145.0
202311,세종특별자치시,외국인방문자(c),5759.0
202311,세종특별자치시,외부방문자(b+c),2110904.0
202311,세종특별자치시,전체방문자(a+b+c),7871977.0
202311,경기도,현지인방문자(a),1.99387584E8
202311,경기도,외지인방문자(b),4.9313824E7
202311,경기도,외국인방문자(c),417739.0
202311,경기도,외부방문자(b+c),4.9731563E7
202311,경기도,전체방문자(a+b+c),2.49119146E8
202311,충청북도,현지인방문자(a),2.4740933E7
202311,충청북도,외지인방문자(b),8972064.0
202311,충청북도,외국인방문자(c),30719.0
202311,충청북도,외부방문자(b+c),9002783.0
202311,충청북도,전체방문자(a+b+c),3.3743716E7
202311,충청남도,현지인방문자(a),3.3343044E7
202311,충청남도,외지인방문자(b),1.2601264E7
202311,충청남도,외국인방문자(c),68711.0
202311,충청남도,외부방문자(b+c),1.2669974E7
202311,충청남도,전체방문자(a+b+c),4.6013018E7
202311,전라북도,현지인방문자(a),3.122798E7
202311,전라북도,외지인방문자(b),7656243.0
202311,전라북도,외국인방문자(c),43252.0
202311,전라북도,외부방문자(b+c),7699495.0
202311,전라북도,전체방문자(a+b+c),3.8927475E7
202311,전라남도,현지인방문자(a),3.0660234E7
202311,전라남도,외지인방문자(b),9651887.0
202311,전라남도,외국인방문자(c),95919.0
202311,전라남도,외부방문자(b+c),9747806.0
202311,전라남도,전체방문자(a+b+c),4.040804E7
202311,경상북도,현지인방문자(a),4.3447898E7
202311,경상북도,외지인방문자(b),1.357775E7
202311,경상북도,외국인방문자(c),55742.0
202311,경상북도,외부방문자(b+c),1.3633492E7
202311,경상북도,전체방문자(a+b+c),5.7081389E7
202311,경상남도,현지인방문자(a),5.2977652E7
202311,경상남도,외지인방문자(b),1.1783051E7
202311,경상남도,외국인방문자(c),130250.0
202311,경상남도,외부방문자(b+c),1.1913301E7
202311,경상남도,전체방문자(a+b+c),6.4890953E7
202311,제주특별자치도,현지인방문자(a),1.7222754E7
202311,제주특별자치도,외지인방문자(b),4494056.0
202311,제주특별자치도,외국인방문자(c),178444.0
202311,제주특별자치도,외부방문자(b+c),4672500.0
202311,제주특별자치도,전체방문자(a+b+c),2.1895254E7
202311,강원특별자치도,현지인방문자(a),3.1242614E7
202311,강원특별자치도,외지인방문자(b),9826512.0
202311,강원특별자치도,외국인방문자(c),52119.0
202311,강원특별자치도,외부방문자(b+c),9878631.0
202311,강원특별자치도,전체방문자(a+b+c),4.1121245E7
202312,서울특별시,현지인방문자(a),1.3379995E8
202312,서울특별시,외지인방문자(b),5.1472754E7
202312,서울특별시,외국인방문자(c),1074892.0
202312,서울특별시,외부방문자(b+c),5.2547645E7
202312,서울특별시,전체방문자(a+b+c),1.86347595E8
202312,부산광역시,현지인방문자(a),4.5783616E7
202312,부산광역시,외지인방문자(b),1.2699096E7
202312,부산광역시,외국인방문자(c),247255.0
202312,부산광역시,외부방문자(b+c),1.2946351E7
202312,부산광역시,전체방문자(a+b+c),5.8729966E7
202312,대구광역시,현지인방문자(a),3.5933622E7
202312,대구광역시,외지인방문자(b),9167680.0
202312,대구광역시,외국인방문자(c),34460.0
202312,대구광역시,외부방문자(b+c),9202140.0
202312,대구광역시,전체방문자(a+b+c),4.5135761E7
202312,인천광역시,현지인방문자(a),4.0545946E7
202312,인천광역시,외지인방문자(b),1.4953648E7
202312,인천광역시,외국인방문자(c),689241.0
202312,인천광역시,외부방문자(b+c),1.5642889E7
202312,인천광역시,전체방문자(a+b+c),5.6188835E7
202312,광주광역시,현지인방문자(a),2.0849812E7
202312,광주광역시,외지인방문자(b),5751242.0
202312,광주광역시,외국인방문자(c),12929.0
202312,광주광역시,외부방문자(b+c),5764171.0
202312,광주광역시,전체방문자(a+b+c),2.6613982E7
202312,대전광역시,현지인방문자(a),2.1606382E7
202312,대전광역시,외지인방문자(b),7097769.0
202312,대전광역시,외국인방문자(c),20141.0
202312,대전광역시,외부방문자(b+c),7117910.0
202312,대전광역시,전체방문자(a+b+c),2.8724292E7
202312,울산광역시,현지인방문자(a),1.6758466E7
202312,울산광역시,외지인방문자(b),3969553.0
202312,울산광역시,외국인방문자(c),46084.0
202312,울산광역시,외부방문자(b+c),4015637.0
202312,울산광역시,전체방문자(a+b+c),2.0774102E7
202312,세종특별자치시,현지인방문자(a),5701972.0
202312,세종특별자치시,외지인방문자(b),2236952.0
202312,세종특별자치시,외국인방문자(c),5149.0
202312,세종특별자치시,외부방문자(b+c),2242100.0
202312,세종특별자치시,전체방문자(a+b+c),7944073.0
202312,경기도,현지인방문자(a),1.99317626E8
202312,경기도,외지인방문자(b),5.1198168E7
202312,경기도,외국인방문자(c),441884.0
202312,경기도,외부방문자(b+c),5.1640052E7
202312,경기도,전체방문자(a+b+c),2.50957678E8
202312,충청북도,현지인방문자(a),2.4376096E7
202312,충청북도,외지인방문자(b),8197931.0
202312,충청북도,외국인방문자(c),29440.0
202312,충청북도,외부방문자(b+c),8227371.0
202312,충청북도,전체방문자(a+b+c),3.2603468E7
202312,충청남도,현지인방문자(a),3.3237771E7
202312,충청남도,외지인방문자(b),1.1996369E7
202312,충청남도,외국인방문자(c),63719.0
202312,충청남도,외부방문자(b+c),1.2060088E7
202312,충청남도,전체방문자(a+b+c),4.5297859E7
202312,전라북도,현지인방문자(a),3.1182742E7
202312,전라북도,외지인방문자(b),7195510.0
202312,전라북도,외국인방문자(c),33900.0
202312,전라북도,외부방문자(b+c),7229410.0
202312,전라북도,전체방문자(a+b+c),3.8412153E7
202312,전라남도,현지인방문자(a),3.1262588E7
202312,전라남도,외지인방문자(b),9424076.0
202312,전라남도,외국인방문자(c),106075.0
202312,전라남도,외부방문자(b+c),9530150.0
202312,전라남도,전체방문자(a+b+c),4.0792738E7
202312,경상북도,현지인방문자(a),4.2335629E7
202312,경상북도,외지인방문자(b),1.3307158E7
202312,경상북도,외국인방문자(c),47173.0
202312,경상북도,외부방문자(b+c),1.335433E7
202312,경상북도,전체방문자(a+b+c),5.5689959E7
202312,경상남도,현지인방문자(a),5.1112474E7
202312,경상남도,외지인방문자(b),1.1895552E7
202312,경상남도,외국인방문자(c),129242.0
202312,경상남도,외부방문자(b+c),1.2024794E7
202312,경상남도,전체방문자(a+b+c),6.3137268E7
202312,제주특별자치도,현지인방문자(a),1.7441694E7
202312,제주특별자치도,외지인방문자(b),4456270.0
202312,제주특별자치도,외국인방문자(c),182376.0
202312,제주특별자치도,외부방문자(b+c),4638646.0
202312,제주특별자치도,전체방문자(a+b+c),2.208034E7
202312,강원특별자치도,현지인방문자(a),3.1537821E7
202312,강원특별자치도,외지인방문자(b),1.124054E7
202312,강원특별자치도,외국인방문자(c),79898.0
202312,강원특별자치도,외부방문자(b+c),1.1320439E7
202312,강원특별자치도,전체방문자(a+b+c),4.285826E7
